Sample_fcm;Platform;Lake;Sample_16S;Season;Month;Year;Fraction;Site;Depth
Z14-14-1_rep4.fcs;FACS;Inland;Z14-014-F;Summer;June;2015;Free;Heron;Surface
Z14-14-1_rep5.fcs;FACS;Inland;Z14-014-F;Summer;June;2015;Free;Heron;Surface
Z14-14-1_rep6.fcs;FACS;Inland;Z14-014-F;Summer;June;2015;Free;Heron;Surface
Z14-15-1_rep4.fcs;FACS;Inland;Z14-015-F;Summer;June;2015;Free;Heron;Deep
Z14-15-1_rep5.fcs;FACS;Inland;Z14-015-F;Summer;June;2015;Free;Heron;Deep
Z14-15-1_rep6.fcs;FACS;Inland;Z14-015-F;Summer;June;2015;Free;Heron;Deep
Z14-16-1_rep4.fcs;FACS;Inland;Z14-016-F;Summer;June;2015;Free;Heron;Surface
Z14-16-1_rep5.fcs;FACS;Inland;Z14-016-F;Summer;June;2015;Free;Heron;Surface
Z14-16-1_rep6.fcs;FACS;Inland;Z14-016-F;Summer;June;2015;Free;Heron;Surface
Z14-17-1_rep4.fcs;FACS;Inland;Z14-017-F;Summer;June;2015;Free;Lobdell;Surface
Z14-17-1_rep5.fcs;FACS;Inland;Z14-017-F;Summer;June;2015;Free;Lobdell;Surface
Z14-17-1_rep6.fcs;FACS;Inland;Z14-017-F;Summer;June;2015;Free;Lobdell;Surface
Z14-18-1_rep4.fcs;FACS;Inland;Z14-018-F;Summer;June;2015;Free;Lobdell;Surface
Z14-18-1_rep5.fcs;FACS;Inland;Z14-018-F;Summer;June;2015;Free;Lobdell;Surface
Z14-18-1_rep6.fcs;FACS;Inland;Z14-018-F;Summer;June;2015;Free;Lobdell;Surface
Z14-19-1_rep4.fcs;FACS;Inland;Z14-019-F;Summer;June;2015;Free;Lobdell;Deep
Z14-19-1_rep5.fcs;FACS;Inland;Z14-019-F;Summer;June;2015;Free;Lobdell;Deep
Z14-19-1_rep6.fcs;FACS;Inland;Z14-019-F;Summer;June;2015;Free;Lobdell;Deep
Z14-20-1_rep4.fcs;FACS;Inland;Z14-020-F;Summer;June;2015;Free;Lobdell;Surface
Z14-20-1_rep5.fcs;FACS;Inland;Z14-020-F;Summer;June;2015;Free;Lobdell;Surface
Z14-20-1_rep6.fcs;FACS;Inland;Z14-020-F;Summer;June;2015;Free;Lobdell;Surface
Z14-21-1_rep4.fcs;FACS;Inland;Z14-021-F;Summer;June;2015;Free;North;Surface
Z14-21-1_rep5.fcs;FACS;Inland;Z14-021-F;Summer;June;2015;Free;North;Surface
Z14-21-1_rep6.fcs;FACS;Inland;Z14-021-F;Summer;June;2015;Free;North;Surface
Z14-22-1_rep4.fcs;FACS;Inland;Z14-022-F;Summer;June;2015;Free;North;Surface
Z14-22-1_rep5.fcs;FACS;Inland;Z14-022-F;Summer;June;2015;Free;North;Surface
Z14-22-1_rep6.fcs;FACS;Inland;Z14-022-F;Summer;June;2015;Free;North;Surface
Z14-23-1_rep4.fcs;FACS;Inland;Z14-023-F;Summer;June;2015;Free;North;Deep
Z14-23-1_rep5.fcs;FACS;Inland;Z14-023-F;Summer;June;2015;Free;North;Deep
Z14-23-1_rep6.fcs;FACS;Inland;Z14-023-F;Summer;June;2015;Free;North;Deep
Z14-24-1_rep4.fcs;FACS;Inland;Z14-024-F;Summer;June;2015;Free;North;Surface
Z14-24-1_rep5.fcs;FACS;Inland;Z14-024-F;Summer;June;2015;Free;North;Surface
Z14-24-1_rep6.fcs;FACS;Inland;Z14-024-F;Summer;June;2015;Free;North;Surface
Z14-25-1_rep4.fcs;FACS;Inland;Z14-025-F;Summer;June;2015;Free;Bruin;Surface
Z14-25-1_rep5.fcs;FACS;Inland;Z14-025-F;Summer;June;2015;Free;Bruin;Surface
Z14-25-1_rep6.fcs;FACS;Inland;Z14-025-F;Summer;June;2015;Free;Bruin;Surface
Z14-26-1_rep4.fcs;FACS;Inland;Z14-026-F;Summer;June;2015;Free;Bruin;Surface
Z14-26-1_rep5.fcs;FACS;Inland;Z14-026-F;Summer;June;2015;Free;Bruin;Surface
Z14-26-1_rep6.fcs;FACS;Inland;Z14-026-F;Summer;June;2015;Free;Bruin;Surface
Z14-27-1_rep4.fcs;FACS;Inland;Z14-027-F;Summer;June;2015;Free;Bruin;Deep
Z14-27-1_rep5.fcs;FACS;Inland;Z14-027-F;Summer;June;2015;Free;Bruin;Deep
Z14-27-1_rep6.fcs;FACS;Inland;Z14-027-F;Summer;June;2015;Free;Bruin;Deep
Z14-28-1_rep4.fcs;FACS;Inland;Z14-028-F;Summer;June;2015;Free;Bruin;Surface
Z14-28-1_rep5.fcs;FACS;Inland;Z14-028-F;Summer;June;2015;Free;Bruin;Surface
Z14-28-1_rep6.fcs;FACS;Inland;Z14-028-F;Summer;June;2015;Free;Bruin;Surface
Z14-29-1_rep4.fcs;FACS;Inland;Z14-029-F;Summer;June;2015;Free;Halfmoon;Surface
Z14-29-1_rep5.fcs;FACS;Inland;Z14-029-F;Summer;June;2015;Free;Halfmoon;Surface
Z14-29-1_rep6.fcs;FACS;Inland;Z14-029-F;Summer;June;2015;Free;Halfmoon;Surface
Z14-30-1_rep4.fcs;FACS;Inland;Z14-030-F;Summer;June;2015;Free;Halfmoon;Surface
Z14-30-1_rep5.fcs;FACS;Inland;Z14-030-F;Summer;June;2015;Free;Halfmoon;Surface
Z14-30-1_rep6.fcs;FACS;Inland;Z14-030-F;Summer;June;2015;Free;Halfmoon;Surface
Z14-31-1_rep4.fcs;FACS;Inland;Z14-031-F;Summer;June;2015;Free;Halfmoon;Deep
Z14-31-1_rep5.fcs;FACS;Inland;Z14-031-F;Summer;June;2015;Free;Halfmoon;Deep
Z14-31-1_rep6.fcs;FACS;Inland;Z14-031-F;Summer;June;2015;Free;Halfmoon;Deep
Z14-32-1_rep4.fcs;FACS;Inland;Z14-032-F;Summer;June;2015;Free;Halfmoon;Surface
Z14-32-1_rep5.fcs;FACS;Inland;Z14-032-F;Summer;June;2015;Free;Halfmoon;Surface
Z14-32-1_rep6.fcs;FACS;Inland;Z14-032-F;Summer;June;2015;Free;Halfmoon;Surface
Z14-33-1_rep4.fcs;FACS;Inland;Z14-033-F;Summer;June;2015;Free;Cedar;Surface
Z14-33-1_rep5.fcs;FACS;Inland;Z14-033-F;Summer;June;2015;Free;Cedar;Surface
Z14-33-1_rep6.fcs;FACS;Inland;Z14-033-F;Summer;June;2015;Free;Cedar;Surface
Z14-34-1_rep4.fcs;FACS;Inland;Z14-034-F;Summer;June;2015;Free;Cedar;Surface
Z14-34-1_rep5.fcs;FACS;Inland;Z14-034-F;Summer;June;2015;Free;Cedar;Surface
Z14-34-1_rep6.fcs;FACS;Inland;Z14-034-F;Summer;June;2015;Free;Cedar;Surface
Z14-35-1_rep4.fcs;FACS;Inland;Z14-035-F;Summer;June;2015;Free;Cedar;Deep
Z14-35-1_rep5.fcs;FACS;Inland;Z14-035-F;Summer;June;2015;Free;Cedar;Deep
Z14-35-1_rep6.fcs;FACS;Inland;Z14-035-F;Summer;June;2015;Free;Cedar;Deep
Z14-36-1_rep4.fcs;FACS;Inland;Z14-036-F;Summer;June;2015;Free;Cedar;Surface
Z14-36-1_rep5.fcs;FACS;Inland;Z14-036-F;Summer;June;2015;Free;Cedar;Surface
Z14-36-1_rep6.fcs;FACS;Inland;Z14-036-F;Summer;June;2015;Free;Cedar;Surface
Z14-37-1_rep4.fcs;FACS;Inland;Z14-037-F;Summer;June;2015;Free;Sand;Surface
Z14-37-1_rep5.fcs;FACS;Inland;Z14-037-F;Summer;June;2015;Free;Sand;Surface
Z14-37-1_rep6.fcs;FACS;Inland;Z14-037-F;Summer;June;2015;Free;Sand;Surface
Z14-38-1_rep4.fcs;FACS;Inland;Z14-038-F;Summer;June;2015;Free;Sand;Surface
Z14-38-1_rep5.fcs;FACS;Inland;Z14-038-F;Summer;June;2015;Free;Sand;Surface
Z14-38-1_rep6.fcs;FACS;Inland;Z14-038-F;Summer;June;2015;Free;Sand;Surface
Z14-39-1_rep4.fcs;FACS;Inland;Z14-039-F;Summer;June;2015;Free;Sand;Deep
Z14-39-1_rep5.fcs;FACS;Inland;Z14-039-F;Summer;June;2015;Free;Sand;Deep
Z14-39-1_rep6.fcs;FACS;Inland;Z14-039-F;Summer;June;2015;Free;Sand;Deep
Z14-40-1_rep4.fcs;FACS;Inland;Z14-040-F;Summer;June;2015;Free;Sand;Surface
Z14-40-1_rep5.fcs;FACS;Inland;Z14-040-F;Summer;June;2015;Free;Sand;Surface
Z14-40-1_rep6.fcs;FACS;Inland;Z14-040-F;Summer;June;2015;Free;Sand;Surface
Z14-41-1_rep4.fcs;FACS;Inland;Z14-041-F;Summer;June;2015;Free;Whitmore;Surface
Z14-41-1_rep5.fcs;FACS;Inland;Z14-041-F;Summer;June;2015;Free;Whitmore;Surface
Z14-41-1_rep6.fcs;FACS;Inland;Z14-041-F;Summer;June;2015;Free;Whitmore;Surface
Z14-42-1_rep4.fcs;FACS;Inland;Z14-042-F;Summer;June;2015;Free;Whitmore;Surface
Z14-42-1_rep5.fcs;FACS;Inland;Z14-042-F;Summer;June;2015;Free;Whitmore;Surface
Z14-42-1_rep6.fcs;FACS;Inland;Z14-042-F;Summer;June;2015;Free;Whitmore;Surface
Z14-43-1_rep4.fcs;FACS;Inland;Z14-043-F;Summer;June;2015;Free;Whitmore;Deep
Z14-43-1_rep5.fcs;FACS;Inland;Z14-043-F;Summer;June;2015;Free;Whitmore;Deep
Z14-43-1_rep6.fcs;FACS;Inland;Z14-043-F;Summer;June;2015;Free;Whitmore;Deep
Z14-44-1_rep4.fcs;FACS;Inland;Z14-044-F;Summer;June;2015;Free;Whitmore;Surface
Z14-44-1_rep5.fcs;FACS;Inland;Z14-044-F;Summer;June;2015;Free;Whitmore;Surface
Z14-44-1_rep6.fcs;FACS;Inland;Z14-044-F;Summer;June;2015;Free;Whitmore;Surface
Z14-45-1_rep4.fcs;FACS;Inland;Z14-045-F;Summer;June;2015;Free;Independence;Surface
Z14-45-1_rep5.fcs;FACS;Inland;Z14-045-F;Summer;June;2015;Free;Independence;Surface
Z14-45-1_rep6.fcs;FACS;Inland;Z14-045-F;Summer;June;2015;Free;Independence;Surface
Z14-46-1_rep4.fcs;FACS;Inland;Z14-046-F;Summer;June;2015;Free;Independence;Surface
Z14-46-1_rep5.fcs;FACS;Inland;Z14-046-F;Summer;June;2015;Free;Independence;Surface
Z14-46-1_rep6.fcs;FACS;Inland;Z14-046-F;Summer;June;2015;Free;Independence;Surface
Z14-47-1_rep4.fcs;FACS;Inland;Z14-047-F;Summer;June;2015;Free;Independence;Deep
Z14-47-1_rep5.fcs;FACS;Inland;Z14-047-F;Summer;June;2015;Free;Independence;Deep
Z14-47-1_rep6.fcs;FACS;Inland;Z14-047-F;Summer;June;2015;Free;Independence;Deep
Z14-48-1_rep4.fcs;FACS;Inland;Z14-048-F;Summer;June;2015;Free;Independence;Surface
Z14-48-1_rep5.fcs;FACS;Inland;Z14-048-F;Summer;June;2015;Free;Independence;Surface
Z14-48-1_rep6.fcs;FACS;Inland;Z14-048-F;Summer;June;2015;Free;Independence;Surface
Z14-50-1_rep4.fcs;FACS;Inland;Z14-050-F;Fall;October;2015;Free;North;Surface
Z14-50-1_rep5.fcs;FACS;Inland;Z14-050-F;Fall;October;2015;Free;North;Surface
Z14-50-1_rep6.fcs;FACS;Inland;Z14-050-F;Fall;October;2015;Free;North;Surface
Z14-51-1_rep4.fcs;FACS;Inland;Z14-051-F;Fall;October;2014;Free;North;Deep
Z14-51-1_rep5.fcs;FACS;Inland;Z14-051-F;Fall;October;2014;Free;North;Deep
Z14-51-1_rep6.fcs;FACS;Inland;Z14-051-F;Fall;October;2014;Free;North;Deep
Z14-53-1_rep4.fcs;FACS;Inland;Z14-053-F;Fall;October;2014;Free;Bruin;Surface
Z14-53-1_rep5.fcs;FACS;Inland;Z14-053-F;Fall;October;2014;Free;Bruin;Surface
Z14-53-1_rep6.fcs;FACS;Inland;Z14-053-F;Fall;October;2014;Free;Bruin;Surface
Z14-55-1_rep4.fcs;FACS;Inland;Z14-055-F;Fall;October;2014;Free;Bruin;Deep
Z14-55-1_rep5.fcs;FACS;Inland;Z14-055-F;Fall;October;2014;Free;Bruin;Deep
Z14-55-1_rep6.fcs;FACS;Inland;Z14-055-F;Fall;October;2014;Free;Bruin;Deep
Z14-57-1_rep4.fcs;FACS;Inland;Z14-057-F;Fall;October;2014;Free;Whitmore;Surface
Z14-57-1_rep5.fcs;FACS;Inland;Z14-057-F;Fall;October;2014;Free;Whitmore;Surface
Z14-57-1_rep6.fcs;FACS;Inland;Z14-057-F;Fall;October;2014;Free;Whitmore;Surface
Z14-59-1_rep4.fcs;FACS;Inland;Z14-059-F;Fall;October;2014;Free;Whitmore;Deep
Z14-59-1_rep5.fcs;FACS;Inland;Z14-059-F;Fall;October;2014;Free;Whitmore;Deep
Z14-59-1_rep6.fcs;FACS;Inland;Z14-059-F;Fall;October;2014;Free;Whitmore;Deep
Z14-61-1_rep4.fcs;FACS;Inland;Z14-061-F;Fall;October;2014;Free;Independence;Surface
Z14-61-1_rep5.fcs;FACS;Inland;Z14-061-F;Fall;October;2014;Free;Independence;Surface
Z14-61-1_rep6.fcs;FACS;Inland;Z14-061-F;Fall;October;2014;Free;Independence;Surface
Z14-63-1_rep4.fcs;FACS;Inland;Z14-063-F;Fall;October;2014;Free;Independence;Deep
Z14-63-1_rep5.fcs;FACS;Inland;Z14-063-F;Fall;October;2014;Free;Independence;Deep
Z14-63-1_rep6.fcs;FACS;Inland;Z14-063-F;Fall;October;2014;Free;Independence;Deep
Z14-65-1_rep4.fcs;FACS;Inland;Z15-065-F;Spring;April;2015;Free;North;Surface
Z14-65-1_rep5.fcs;FACS;Inland;Z15-065-F;Spring;April;2015;Free;North;Surface
Z14-65-1_rep6.fcs;FACS;Inland;Z15-065-F;Spring;April;2015;Free;North;Surface
Z14-67-1_rep4.fcs;FACS;Inland;Z15-067-F;Spring;April;2015;Free;North;Deep
Z14-67-1_rep5.fcs;FACS;Inland;Z15-067-F;Spring;April;2015;Free;North;Deep
Z14-67-1_rep6.fcs;FACS;Inland;Z15-067-F;Spring;April;2015;Free;North;Deep
Z14-69-1_rep4.fcs;FACS;Inland;Z15-069-F;Spring;April;2015;Free;Bruin;Surface
Z14-69-1_rep5.fcs;FACS;Inland;Z15-069-F;Spring;April;2015;Free;Bruin;Surface
Z14-69-1_rep6.fcs;FACS;Inland;Z15-069-F;Spring;April;2015;Free;Bruin;Surface
Z14-71-1_rep4.fcs;FACS;Inland;Z15-071-F;Spring;April;2015;Free;Bruin;Deep
Z14-71-1_rep5.fcs;FACS;Inland;Z15-071-F;Spring;April;2015;Free;Bruin;Deep
Z14-71-1_rep6.fcs;FACS;Inland;Z15-071-F;Spring;April;2015;Free;Bruin;Deep
Z14-73-1_rep4.fcs;FACS;Inland;Z15-073-F;Spring;April;2015;Free;Whitmore;Surface
Z14-73-1_rep5.fcs;FACS;Inland;Z15-073-F;Spring;April;2015;Free;Whitmore;Surface
Z14-73-1_rep6.fcs;FACS;Inland;Z15-073-F;Spring;April;2015;Free;Whitmore;Surface
Z14-75-1_rep4.fcs;FACS;Inland;Z15-075-F;Spring;April;2015;Free;Whitmore;Deep
Z14-75-1_rep5.fcs;FACS;Inland;Z15-075-F;Spring;April;2015;Free;Whitmore;Deep
Z14-75-1_rep6.fcs;FACS;Inland;Z15-075-F;Spring;April;2015;Free;Whitmore;Deep
Z14-77-1_rep4.fcs;FACS;Inland;Z15-077-F;Spring;April;2015;Free;Independence;Surface
Z14-77-1_rep5.fcs;FACS;Inland;Z15-077-F;Spring;April;2015;Free;Independence;Surface
Z14-77-1_rep6.fcs;FACS;Inland;Z15-077-F;Spring;April;2015;Free;Independence;Surface
Z14-79-1_rep4.fcs;FACS;Inland;Z15-079-F;Spring;April;2015;Free;Independence;Deep
Z14-79-1_rep5.fcs;FACS;Inland;Z15-079-F;Spring;April;2015;Free;Independence;Deep
Z14-79-1_rep6.fcs;FACS;Inland;Z15-079-F;Spring;April;2015;Free;Independence;Deep
MLB-D-D_July_rep1.fcs;Accuri;Michigan;Su13.BD.MLB.DD.1;Summer;July;2013;Free;MLB;Deep
MLB-D-D_July_rep2.fcs;Accuri;Michigan;Su13.BD.MLB.DD.1;Summer;July;2013;Free;MLB;Deep
MLB-D-D_July_rep3.fcs;Accuri;Michigan;Su13.BD.MLB.DD.1;Summer;July;2013;Free;MLB;Deep
MLB-D-N_September_rep1.fcs;Accuri;Michigan;Fa13.BD.MLB.DN.1;Fall;September;2013;Free;MLB;Deep
MLB-D-N_September_rep2.fcs;Accuri;Michigan;Fa13.BD.MLB.DN.1;Fall;September;2013;Free;MLB;Deep
MLB-D-N_September_rep3.fcs;Accuri;Michigan;Fa13.BD.MLB.DN.1;Fall;September;2013;Free;MLB;Deep
MLB-S-N_September_rep1.fcs;Accuri;Michigan;Fa13.BD.MLB.SN.1;Fall;September;2013;Free;MLB;Surface
MLB-S-N_September_rep2.fcs;Accuri;Michigan;Fa13.BD.MLB.SN.1;Fall;September;2013;Free;MLB;Surface
MLB-S-N_September_rep3.fcs;Accuri;Michigan;Fa13.BD.MLB.SN.1;Fall;September;2013;Free;MLB;Surface
MLB40y-S-D_July_rep1.fcs;Accuri;Michigan;Su13.BD.MLB.SD.1;Summer;July;2013;Free;MLB;Surface
MLB40y-S-D_July_rep2.fcs;Accuri;Michigan;Su13.BD.MLB.SD.1;Summer;July;2013;Free;MLB;Surface
MLB40y-S-D_July_rep3.fcs;Accuri;Michigan;Su13.BD.MLB.SD.1;Summer;July;2013;Free;MLB;Surface
MM110-D-N_July_rep1.fcs;Accuri;Michigan;Su13.BD.MM110.DN.1;Summer;July;2013;Free;MM110;Deep
MM110-D-N_July_rep2.fcs;Accuri;Michigan;Su13.BD.MM110.DN.1;Summer;July;2013;Free;MM110;Deep
MM110-D-N_July_rep3.fcs;Accuri;Michigan;Su13.BD.MM110.DN.1;Summer;July;2013;Free;MM110;Deep
MM110-D-N_September_rep1.fcs;Accuri;Michigan;Fa13.BD.MM110.DN.1;Fall;September;2013;Free;MM110;Deep
MM110-D-N_September_rep2.fcs;Accuri;Michigan;Fa13.BD.MM110.DN.1;Fall;September;2013;Free;MM110;Deep
MM110-D-N_September_rep3.fcs;Accuri;Michigan;Fa13.BD.MM110.DN.1;Fall;September;2013;Free;MM110;Deep
MM110-DCMD_July_rep1.fcs;Accuri;Michigan;Su13.BD.MM110.DCMD.1;Summer;July;2013;Free;MM110;Deep
MM110-DCMD_July_rep2.fcs;Accuri;Michigan;Su13.BD.MM110.DCMD.1;Summer;July;2013;Free;MM110;Deep
MM110-DCMD_July_rep3.fcs;Accuri;Michigan;Su13.BD.MM110.DCMD.1;Summer;July;2013;Free;MM110;Deep
MM110-S-D_April_rep1.fcs;Accuri;Michigan;Sp13.BD.MM110.SD.1;Spring;April;2013;Free;MM110;Surface
MM110-S-D_April_rep2.fcs;Accuri;Michigan;Sp13.BD.MM110.SD.1;Spring;April;2013;Free;MM110;Surface
MM110-S-D_April_rep3.fcs;Accuri;Michigan;Sp13.BD.MM110.SD.1;Spring;April;2013;Free;MM110;Surface
MM110-S-D_July_rep1.fcs;Accuri;Michigan;Su13.BD.MM110.SD.1;Summer;July;2013;Free;MM110;Surface
MM110-S-D_July_rep2.fcs;Accuri;Michigan;Su13.BD.MM110.SD.1;Summer;July;2013;Free;MM110;Surface
MM110-S-D_July_rep3.fcs;Accuri;Michigan;Su13.BD.MM110.SD.1;Summer;July;2013;Free;MM110;Surface
MM110-S-D_September_rep1.fcs;Accuri;Michigan;Fa13.BD.MM110.SD.1;Fall;September;2013;Free;MM110;Surface
MM110-S-D_September_rep2.fcs;Accuri;Michigan;Fa13.BD.MM110.SD.1;Fall;September;2013;Free;MM110;Surface
MM110-S-D_September_rep3.fcs;Accuri;Michigan;Fa13.BD.MM110.SD.1;Fall;September;2013;Free;MM110;Surface
MM110-S-N_April_rep1.fcs;Accuri;Michigan;Sp13.BD.MM110.SN.1;Spring;April;2013;Free;MM110;Surface
MM110-S-N_April_rep2.fcs;Accuri;Michigan;Sp13.BD.MM110.SN.1;Spring;April;2013;Free;MM110;Surface
MM110-S-N_April_rep3.fcs;Accuri;Michigan;Sp13.BD.MM110.SN.1;Spring;April;2013;Free;MM110;Surface
MM110-S-N_July_rep1.fcs;Accuri;Michigan;Su13.BD.MM110.SN.1;Summer;July;2013;Free;MM110;Surface
MM110-S-N_July_rep2.fcs;Accuri;Michigan;Su13.BD.MM110.SN.1;Summer;July;2013;Free;MM110;Surface
MM110-S-N_July_rep3.fcs;Accuri;Michigan;Su13.BD.MM110.SN.1;Summer;July;2013;Free;MM110;Surface
MM110-S-N_September_rep1.fcs;Accuri;Michigan;Fa13.BD.MM110.SN.1;Fall;September;2013;Free;MM110;Surface
MM110-S-N_September_rep2.fcs;Accuri;Michigan;Fa13.BD.MM110.SN.1;Fall;September;2013;Free;MM110;Surface
MM110-S-N_September_rep3.fcs;Accuri;Michigan;Fa13.BD.MM110.SN.1;Fall;September;2013;Free;MM110;Surface
MM15-D-D_April_rep1.fcs;Accuri;Michigan;Sp13.BD.MM15.DD.1;Spring;April;2013;Free;MM15;Deep
MM15-D-D_April_rep2.fcs;Accuri;Michigan;Sp13.BD.MM15.DD.1;Spring;April;2013;Free;MM15;Deep
MM15-D-D_April_rep3.fcs;Accuri;Michigan;Sp13.BD.MM15.DD.1;Spring;April;2013;Free;MM15;Deep
MM15-D-N_July_rep1.fcs;Accuri;Michigan;Su13.BD.MM15.DN.1;Summer;July;2013;Free;MM15;Deep
MM15-D-N_July_rep2.fcs;Accuri;Michigan;Su13.BD.MM15.DN.1;Summer;July;2013;Free;MM15;Deep
MM15-D-N_July_rep3.fcs;Accuri;Michigan;Su13.BD.MM15.DN.1;Summer;July;2013;Free;MM15;Deep
MM15-D-N_September_rep1.fcs;Accuri;Michigan;Fa13.BD.MM15.DN.1;Fall;September;2013;Free;MM15;Deep
MM15-D-N_September_rep2.fcs;Accuri;Michigan;Fa13.BD.MM15.DN.1;Fall;September;2013;Free;MM15;Deep
MM15-D-N_September_rep3.fcs;Accuri;Michigan;Fa13.BD.MM15.DN.1;Fall;September;2013;Free;MM15;Deep
MM15-S-D_April_rep1.fcs;Accuri;Michigan;Sp13.BD.MM15.SD.1;Spring;April;2013;Free;MM15;Surface
MM15-S-D_April_rep2.fcs;Accuri;Michigan;Sp13.BD.MM15.SD.1;Spring;April;2013;Free;MM15;Surface
MM15-S-D_April_rep3.fcs;Accuri;Michigan;Sp13.BD.MM15.SD.1;Spring;April;2013;Free;MM15;Surface
MM15-S-D_July_rep1.fcs;Accuri;Michigan;Su13.BD.MM15.SD.1;Summer;July;2013;Free;MM15;Surface
MM15-S-D_July_rep2.fcs;Accuri;Michigan;Su13.BD.MM15.SD.1;Summer;July;2013;Free;MM15;Surface
MM15-S-D_July_rep3.fcs;Accuri;Michigan;Su13.BD.MM15.SD.1;Summer;July;2013;Free;MM15;Surface
MM15-S-D_September_rep1.fcs;Accuri;Michigan;Fa13.BD.MM15.SD.1;Fall;September;2013;Free;MM15;Surface
MM15-S-D_September_rep2.fcs;Accuri;Michigan;Fa13.BD.MM15.SD.1;Fall;September;2013;Free;MM15;Surface
MM15-S-D_September_rep3.fcs;Accuri;Michigan;Fa13.BD.MM15.SD.1;Fall;September;2013;Free;MM15;Surface
MM15-S-N_April_rep1.fcs;Accuri;Michigan;Sp13.BD.MM15.SN.1;Spring;April;2013;Free;MM15;Surface
MM15-S-N_April_rep2.fcs;Accuri;Michigan;Sp13.BD.MM15.SN.1;Spring;April;2013;Free;MM15;Surface
MM15-S-N_April_rep3.fcs;Accuri;Michigan;Sp13.BD.MM15.SN.1;Spring;April;2013;Free;MM15;Surface
MM15-S-N_July_rep1.fcs;Accuri;Michigan;Su13.BD.MM15.SN.1;Summer;July;2013;Free;MM15;Surface
MM15-S-N_July_rep2.fcs;Accuri;Michigan;Su13.BD.MM15.SN.1;Summer;July;2013;Free;MM15;Surface
MM15-S-N_July_rep3.fcs;Accuri;Michigan;Su13.BD.MM15.SN.1;Summer;July;2013;Free;MM15;Surface
MM15-S-N_September_rep1.fcs;Accuri;Michigan;Fa13.BD.MM15.SN.1;Fall;September;2013;Free;MM15;Surface
MM15-S-N_September_rep2.fcs;Accuri;Michigan;Fa13.BD.MM15.SN.1;Fall;September;2013;Free;MM15;Surface
MM15-S-N_September_rep3.fcs;Accuri;Michigan;Fa13.BD.MM15.SN.1;Fall;September;2013;Free;MM15;Surface
Muskegon_April_rep1.fcs;Accuri;Michigan;Sp13.BD.MLB.SN.1;Spring;April;2013;Free;MLB;Surface
Muskegon_April_rep2.fcs;Accuri;Michigan;Sp13.BD.MLB.SN.1;Spring;April;2013;Free;MLB;Surface
