Sample_fcm;Platform;Lake;Sample_16S;Season;Month;Year;Fraction;Site;Depth
Muskegon_April_rep3.fcs;Accuri;Michigan;Sp13.BD.MLB.SN.1;Spring;April;2013;Free;MLB;Surface
MLB-D-D_July_rep4.fcs;FACS;Michigan;Su13.BD.MLB.DD.1;Summer;July;2013;Free;MLB;Deep
MLB-D-D_July_rep5.fcs;FACS;Michigan;Su13.BD.MLB.DD.1;Summer;July;2013;Free;MLB;Deep
MLB-D-D_July_rep6.fcs;FACS;Michigan;Su13.BD.MLB.DD.1;Summer;July;2013;Free;MLB;Deep
MLB-D-N_September_rep4.fcs;FACS;Michigan;Fa13.BD.MLB.DN.1;Fall;September;2013;Free;MLB;Deep
MLB-D-N_September_rep5.fcs;FACS;Michigan;Fa13.BD.MLB.DN.1;Fall;September;2013;Free;MLB;Deep
MLB-D-N_September_rep6.fcs;FACS;Michigan;Fa13.BD.MLB.DN.1;Fall;September;2013;Free;MLB;Deep
MLB-S-N_September_rep4.fcs;FACS;Michigan;Fa13.BD.MLB.SN.1;Fall;September;2013;Free;MLB;Surface
MLB-S-N_September_rep5.fcs;FACS;Michigan;Fa13.BD.MLB.SN.1;Fall;September;2013;Free;MLB;Surface
MLB-S-N_September_rep6.fcs;FACS;Michigan;Fa13.BD.MLB.SN.1;Fall;September;2013;Free;MLB;Surface
MLB40y-S-D_July_rep4.fcs;FACS;Michigan;Su13.BD.MLB.SD.1;Summer;July;2013;Free;MLB;Surface
MLB40y-S-D_July_rep5.fcs;FACS;Michigan;Su13.BD.MLB.SD.1;Summer;July;2013;Free;MLB;Surface
MLB40y-S-D_July_rep6.fcs;FACS;Michigan;Su13.BD.MLB.SD.1;Summer;July;2013;Free;MLB;Surface
MM110-D-N_July_rep4.fcs;FACS;Michigan;Su13.BD.MM110.DN.1;Summer;July;2013;Free;MM110;Deep
MM110-D-N_July_rep5.fcs;FACS;Michigan;Su13.BD.MM110.DN.1;Summer;July;2013;Free;MM110;Deep
MM110-D-N_July_rep6.fcs;FACS;Michigan;Su13.BD.MM110.DN.1;Summer;July;2013;Free;MM110;Deep
MM110-D-N_September_rep4.fcs;FACS;Michigan;Fa13.BD.MM110.DN.1;Fall;September;2013;Free;MM110;Deep
MM110-D-N_September_rep5.fcs;FACS;Michigan;Fa13.BD.MM110.DN.1;Fall;September;2013;Free;MM110;Deep
MM110-D-N_September_rep6.fcs;FACS;Michigan;Fa13.BD.MM110.DN.1;Fall;September;2013;Free;MM110;Deep
MM110-DCMD_July_rep4.fcs;FACS;Michigan;Su13.BD.MM110.DCMD.1;Summer;July;2013;Free;MM110;Deep
MM110-DCMD_July_rep5.fcs;FACS;Michigan;Su13.BD.MM110.DCMD.1;Summer;July;2013;Free;MM110;Deep
MM110-DCMD_July_rep6.fcs;FACS;Michigan;Su13.BD.MM110.DCMD.1;Summer;July;2013;Free;MM110;Deep
MM110-S-D_April_rep4.fcs;FACS;Michigan;Sp13.BD.MM110.SD.1;Spring;April;2013;Free;MM110;Surface
MM110-S-D_April_rep5.fcs;FACS;Michigan;Sp13.BD.MM110.SD.1;Spring;April;2013;Free;MM110;Surface
MM110-S-D_April_rep6.fcs;FACS;Michigan;Sp13.BD.MM110.SD.1;Spring;April;2013;Free;MM110;Surface
MM110-S-D_July_rep4.fcs;FACS;Michigan;Su13.BD.MM110.SD.1;Summer;July;2013;Free;MM110;Surface
MM110-S-D_July_rep5.fcs;FACS;Michigan;Su13.BD.MM110.SD.1;Summer;July;2013;Free;MM110;Surface
MM110-S-D_July_rep6.fcs;FACS;Michigan;Su13.BD.MM110.SD.1;Summer;July;2013;Free;MM110;Surface
MM110-S-D_September_rep4.fcs;FACS;Michigan;Fa13.BD.MM110.SD.1;Fall;September;2013;Free;MM110;Surface
MM110-S-D_September_rep5.fcs;FACS;Michigan;Fa13.BD.MM110.SD.1;Fall;September;2013;Free;MM110;Surface
MM110-S-D_September_rep6.fcs;FACS;Michigan;Fa13.BD.MM110.SD.1;Fall;September;2013;Free;MM110;Surface
MM110-S-N_April_rep4.fcs;FACS;Michigan;Sp13.BD.MM110.SN.1;Spring;April;2013;Free;MM110;Surface
MM110-S-N_April_rep5.fcs;FACS;Michigan;Sp13.BD.MM110.SN.1;Spring;April;2013;Free;MM110;Surface
MM110-S-N_April_rep6.fcs;FACS;Michigan;Sp13.BD.MM110.SN.1;Spring;April;2013;Free;MM110;Surface
MM110-S-N_July_rep4.fcs;FACS;Michigan;Su13.BD.MM110.SN.1;Summer;July;2013;Free;MM110;Surface
MM110-S-N_July_rep5.fcs;FACS;Michigan;Su13.BD.MM110.SN.1;Summer;July;2013;Free;MM110;Surface
MM110-S-N_July_rep6.fcs;FACS;Michigan;Su13.BD.MM110.SN.1;Summer;July;2013;Free;MM110;Surface
MM110-S-N_September_rep4.fcs;FACS;Michigan;Fa13.BD.MM110.SN.1;Fall;September;2013;Free;MM110;Surface
MM110-S-N_September_rep5.fcs;FACS;Michigan;Fa13.BD.MM110.SN.1;Fall;September;2013;Free;MM110;Surface
MM110-S-N_September_rep6.fcs;FACS;Michigan;Fa13.BD.MM110.SN.1;Fall;September;2013;Free;MM110;Surface
MM15-D-D_April_rep4.fcs;FACS;Michigan;Sp13.BD.MM15.DD.1;Spring;April;2013;Free;MM15;Deep
MM15-D-D_April_rep5.fcs;FACS;Michigan;Sp13.BD.MM15.DD.1;Spring;April;2013;Free;MM15;Deep
MM15-D-D_April_rep6.fcs;FACS;Michigan;Sp13.BD.MM15.DD.1;Spring;April;2013;Free;MM15;Deep
MM15-D-N_July_rep4.fcs;FACS;Michigan;Su13.BD.MM15.DN.1;Summer;July;2013;Free;MM15;Deep
MM15-D-N_July_rep5.fcs;FACS;Michigan;Su13.BD.MM15.DN.1;Summer;July;2013;Free;MM15;Deep
MM15-D-N_July_rep6.fcs;FACS;Michigan;Su13.BD.MM15.DN.1;Summer;July;2013;Free;MM15;Deep
MM15-D-N_September_rep4.fcs;FACS;Michigan;Fa13.BD.MM15.DN.1;Fall;September;2013;Free;MM15;Deep
MM15-D-N_September_rep5.fcs;FACS;Michigan;Fa13.BD.MM15.DN.1;Fall;September;2013;Free;MM15;Deep
MM15-D-N_September_rep6.fcs;FACS;Michigan;Fa13.BD.MM15.DN.1;Fall;September;2013;Free;MM15;Deep
MM15-S-D_April_rep4.fcs;FACS;Michigan;Sp13.BD.MM15.SD.1;Spring;April;2013;Free;MM15;Surface
MM15-S-D_April_rep5.fcs;FACS;Michigan;Sp13.BD.MM15.SD.1;Spring;April;2013;Free;MM15;Surface
MM15-S-D_April_rep6.fcs;FACS;Michigan;Sp13.BD.MM15.SD.1;Spring;April;2013;Free;MM15;Surface
MM15-S-D_July_rep4.fcs;FACS;Michigan;Su13.BD.MM15.SD.1;Summer;July;2013;Free;MM15;Surface
MM15-S-D_July_rep5.fcs;FACS;Michigan;Su13.BD.MM15.SD.1;Summer;July;2013;Free;MM15;Surface
MM15-S-D_July_rep6.fcs;FACS;Michigan;Su13.BD.MM15.SD.1;Summer;July;2013;Free;MM15;Surface
MM15-S-D_September_rep4.fcs;FACS;Michigan;Fa13.BD.MM15.SD.1;Fall;September;2013;Free;MM15;Surface
MM15-S-D_September_rep5.fcs;FACS;Michigan;Fa13.BD.MM15.SD.1;Fall;September;2013;Free;MM15;Surface
MM15-S-D_September_rep6.fcs;FACS;Michigan;Fa13.BD.MM15.SD.1;Fall;September;2013;Free;MM15;Surface
MM15-S-N_April_rep4.fcs;FACS;Michigan;Sp13.BD.MM15.SN.1;Spring;April;2013;Free;MM15;Surface
MM15-S-N_April_rep5.fcs;FACS;Michigan;Sp13.BD.MM15.SN.1;Spring;April;2013;Free;MM15;Surface
MM15-S-N_April_rep6.fcs;FACS;Michigan;Sp13.BD.MM15.SN.1;Spring;April;2013;Free;MM15;Surface
MM15-S-N_July_rep4.fcs;FACS;Michigan;Su13.BD.MM15.SN.1;Summer;July;2013;Free;MM15;Surface
MM15-S-N_July_rep5.fcs;FACS;Michigan;Su13.BD.MM15.SN.1;Summer;July;2013;Free;MM15;Surface
MM15-S-N_July_rep6.fcs;FACS;Michigan;Su13.BD.MM15.SN.1;Summer;July;2013;Free;MM15;Surface
MM15-S-N_September_rep4.fcs;FACS;Michigan;Fa13.BD.MM15.SN.1;Fall;September;2013;Free;MM15;Surface
MM15-S-N_September_rep5.fcs;FACS;Michigan;Fa13.BD.MM15.SN.1;Fall;September;2013;Free;MM15;Surface
MM15-S-N_September_rep6.fcs;FACS;Michigan;Fa13.BD.MM15.SN.1;Fall;September;2013;Free;MM15;Surface
Muskegon_April_rep4.fcs;FACS;Michigan;Sp13.BD.MLB.SN.1;Spring;April;2013;Free;MLB;Surface
Muskegon_April_rep5.fcs;FACS;Michigan;Sp13.BD.MLB.SN.1;Spring;April;2013;Free;MLB;Surface
Muskegon_April_rep6.fcs;FACS;Michigan;Sp13.BD.MLB.SN.1;Spring;April;2013;Free;MLB;Surface
110D2-1015-2_rep1.fcs;Accuri;Michigan;110D2F1015;Fall;October;2015;Free;MM110;Deep
110D2-1015-2_rep2.fcs;Accuri;Michigan;110D2F1015;Fall;October;2015;Free;MM110;Deep
110D2-1015-2_rep3.fcs;Accuri;Michigan;110D2F1015;Fall;October;2015;Free;MM110;Deep
110D2-115-2_rep1.fcs;Accuri;Michigan;110D2F115;Winter;Januari;2015;Free;MM110;Deep
110D2-115-2_rep2.fcs;Accuri;Michigan;110D2F115;Winter;Januari;2015;Free;MM110;Deep
110D2-115-2_rep3.fcs;Accuri;Michigan;110D2F115;Winter;Januari;2015;Free;MM110;Deep
110D2-415-2_rep1.fcs;Accuri;Michigan;110D2F415;Spring;April;2015;Free;MM110;Deep
110D2-415-2_rep2.fcs;Accuri;Michigan;110D2F415;Spring;April;2015;Free;MM110;Deep
110D2-415-2_rep3.fcs;Accuri;Michigan;110D2F415;Spring;April;2015;Free;MM110;Deep
110D2-515_rep1.fcs;Accuri;Michigan;110D2F515;Spring;May;2015;Free;MM110;Deep
110D2-515_rep2.fcs;Accuri;Michigan;110D2F515;Spring;May;2015;Free;MM110;Deep
110D2-515_rep3.fcs;Accuri;Michigan;110D2F515;Spring;May;2015;Free;MM110;Deep
110D2-715-2_rep1.fcs;Accuri;Michigan;110D2F715;Summer;July;2015;Free;MM110;Deep
110D2-715-2_rep2.fcs;Accuri;Michigan;110D2F715;Summer;July;2015;Free;MM110;Deep
110D2-715-2_rep3.fcs;Accuri;Michigan;110D2F715;Summer;July;2015;Free;MM110;Deep
110D2-815_rep1.fcs;Accuri;Michigan;110D2F815;Summer;August;2015;Free;MM110;Deep
110D2-815_rep2.fcs;Accuri;Michigan;110D2F815;Summer;August;2015;Free;MM110;Deep
110D2-815_rep3.fcs;Accuri;Michigan;110D2F815;Summer;August;2015;Free;MM110;Deep
110D2-915-2_rep1.fcs;Accuri;Michigan;110D2F915;Fall;September;2015;Free;MM110;Deep
110D2-915-2_rep2.fcs;Accuri;Michigan;110D2F915;Fall;September;2015;Free;MM110;Deep
110D2-915-2_rep3.fcs;Accuri;Michigan;110D2F915;Fall;September;2015;Free;MM110;Deep
110M2-1015-1_rep1.fcs;Accuri;Michigan;110M2F1015;Fall;October;2015;Free;MM110;Mid
110M2-1015-1_rep2.fcs;Accuri;Michigan;110M2F1015;Fall;October;2015;Free;MM110;Mid
110M2-1015-1_rep3.fcs;Accuri;Michigan;110M2F1015;Fall;October;2015;Free;MM110;Mid
110M2-115-2_rep1.fcs;Accuri;Michigan;110M2F115;Winter;Januari;2015;Free;MM110;Mid
110M2-115-2_rep2.fcs;Accuri;Michigan;110M2F115;Winter;Januari;2015;Free;MM110;Mid
110M2-115-2_rep3.fcs;Accuri;Michigan;110M2F115;Winter;Januari;2015;Free;MM110;Mid
110M2-415-2_rep1.fcs;Accuri;Michigan;110M2F415;Spring;April;2015;Free;MM110;Mid
110M2-415-2_rep2.fcs;Accuri;Michigan;110M2F415;Spring;April;2015;Free;MM110;Mid
110M2-415-2_rep3.fcs;Accuri;Michigan;110M2F415;Spring;April;2015;Free;MM110;Mid
110M2-515_rep1.fcs;Accuri;Michigan;110M2F515;Spring;May;2015;Free;MM110;Mid
110M2-515_rep2.fcs;Accuri;Michigan;110M2F515;Spring;May;2015;Free;MM110;Mid
110M2-515_rep3.fcs;Accuri;Michigan;110M2F515;Spring;May;2015;Free;MM110;Mid
110M2-715-2_rep1.fcs;Accuri;Michigan;110M2F715;Summer;July;2015;Free;MM110;Mid
110M2-715-2_rep2.fcs;Accuri;Michigan;110M2F715;Summer;July;2015;Free;MM110;Mid
110M2-715-2_rep3.fcs;Accuri;Michigan;110M2F715;Summer;July;2015;Free;MM110;Mid
110M2-815_rep1.fcs;Accuri;Michigan;110M2F815;Summer;August;2015;Free;MM110;Mid
110M2-815_rep2.fcs;Accuri;Michigan;110M2F815;Summer;August;2015;Free;MM110;Mid
110M2-815_rep3.fcs;Accuri;Michigan;110M2F815;Summer;August;2015;Free;MM110;Mid
110S2-1015-2_rep1.fcs;Accuri;Michigan;110S2F1015;Fall;October;2015;Free;MM110;Surface
110S2-1015-2_rep2.fcs;Accuri;Michigan;110S2F1015;Fall;October;2015;Free;MM110;Surface
110S2-1015-2_rep3.fcs;Accuri;Michigan;110S2F1015;Fall;October;2015;Free;MM110;Surface
110S2-415-2_rep1.fcs;Accuri;Michigan;110S2F415;Spring;April;2015;Free;MM110;Surface
110S2-415-2_rep2.fcs;Accuri;Michigan;110S2F415;Spring;April;2015;Free;MM110;Surface
110S2-415-2_rep3.fcs;Accuri;Michigan;110S2F415;Spring;April;2015;Free;MM110;Surface
110S2-515_rep1.fcs;Accuri;Michigan;110S2F515;Spring;May;2015;Free;MM110;Surface
110S2-515_rep2.fcs;Accuri;Michigan;110S2F515;Spring;May;2015;Free;MM110;Surface
110S2-515_rep3.fcs;Accuri;Michigan;110S2F515;Spring;May;2015;Free;MM110;Surface
110S2-715-2_rep1.fcs;Accuri;Michigan;110S2F715;Summer;July;2015;Free;MM110;Surface
110S2-715-2_rep2.fcs;Accuri;Michigan;110S2F715;Summer;July;2015;Free;MM110;Surface
110S2-715-2_rep3.fcs;Accuri;Michigan;110S2F715;Summer;July;2015;Free;MM110;Surface
110S2-815_rep1.fcs;Accuri;Michigan;110S2F815;Summer;August;2015;Free;MM110;Surface
110S2-815_rep2.fcs;Accuri;Michigan;110S2F815;Summer;August;2015;Free;MM110;Surface
110S2-815_rep3.fcs;Accuri;Michigan;110S2F815;Summer;August;2015;Free;MM110;Surface
110S2_115_2_rep1.fcs;Accuri;Michigan;110S2F115;Winter;Januari;2015;Free;MM110;Surface
110S2_115_2_rep2.fcs;Accuri;Michigan;110S2F115;Winter;Januari;2015;Free;MM110;Surface
110S2_115_2_rep3.fcs;Accuri;Michigan;110S2F115;Winter;Januari;2015;Free;MM110;Surface
110S2_915_2_rep1.fcs;Accuri;Michigan;110S2F915;Fall;September;2015;Free;MM110;Surface
110S2_915_2_rep2.fcs;Accuri;Michigan;110S2F915;Fall;September;2015;Free;MM110;Surface
110S2_915_2_rep3.fcs;Accuri;Michigan;110S2F915;Fall;September;2015;Free;MM110;Surface
M45D2-1015-1_rep1.fcs;Accuri;Michigan;M45D2F1015;Fall;October;2015;Free;MM45;Deep
M45D2-1015-1_rep2.fcs;Accuri;Michigan;M45D2F1015;Fall;October;2015;Free;MM45;Deep
M45D2-1015-1_rep3.fcs;Accuri;Michigan;M45D2F1015;Fall;October;2015;Free;MM45;Deep
M45D2-115-2_rep1.fcs;Accuri;Michigan;M45D2F115;Winter;Januari;2015;Free;MM45;Deep
M45D2-115-2_rep2.fcs;Accuri;Michigan;M45D2F115;Winter;Januari;2015;Free;MM45;Deep
M45D2-115-2_rep3.fcs;Accuri;Michigan;M45D2F115;Winter;Januari;2015;Free;MM45;Deep
M45D2-415-2_rep1.fcs;Accuri;Michigan;M45D2F415;Spring;April;2015;Free;MM45;Deep
M45D2-415-2_rep2.fcs;Accuri;Michigan;M45D2F415;Spring;April;2015;Free;MM45;Deep
M45D2-415-2_rep3.fcs;Accuri;Michigan;M45D2F415;Spring;April;2015;Free;MM45;Deep
M45D2-515_rep1.fcs;Accuri;Michigan;M45D2F515;Spring;May;2015;Free;MM45;Deep
M45D2-515_rep2.fcs;Accuri;Michigan;M45D2F515;Spring;May;2015;Free;MM45;Deep
M45D2-515_rep3.fcs;Accuri;Michigan;M45D2F515;Spring;May;2015;Free;MM45;Deep
M45D2-715-2_rep1.fcs;Accuri;Michigan;M45D2F715;Summer;July;2015;Free;MM45;Deep
M45D2-715-2_rep2.fcs;Accuri;Michigan;M45D2F715;Summer;July;2015;Free;MM45;Deep
M45D2-715-2_rep3.fcs;Accuri;Michigan;M45D2F715;Summer;July;2015;Free;MM45;Deep
M45D2-815_rep1.fcs;Accuri;Michigan;M45D2F815;Summer;August;2015;Free;MM45;Deep
M45D2-815_rep2.fcs;Accuri;Michigan;M45D2F815;Summer;August;2015;Free;MM45;Deep
M45D2-815_rep3.fcs;Accuri;Michigan;M45D2F815;Summer;August;2015;Free;MM45;Deep
M45D2-915-2_rep1.fcs;Accuri;Michigan;M45D2F915;Fall;September;2015;Free;MM45;Deep
M45D2-915-2_rep2.fcs;Accuri;Michigan;M45D2F915;Fall;September;2015;Free;MM45;Deep
M45D2-915-2_rep3.fcs;Accuri;Michigan;M45D2F915;Fall;September;2015;Free;MM45;Deep
M45S1-115-1_rep1.fcs;Accuri;Michigan;M45S1F115;Winter;Januari;2015;Free;MM45;Surface
M45S1-115-1_rep2.fcs;Accuri;Michigan;M45S1F115;Winter;Januari;2015;Free;MM45;Surface
M45S1-115-1_rep3.fcs;Accuri;Michigan;M45S1F115;Winter;Januari;2015;Free;MM45;Surface
M45S2-1015-2_rep1.fcs;Accuri;Michigan;M45S2F1015;Fall;October;2015;Free;MM45;Surface
M45S2-1015-2_rep2.fcs;Accuri;Michigan;M45S2F1015;Fall;October;2015;Free;MM45;Surface
M45S2-1015-2_rep3.fcs;Accuri;Michigan;M45S2F1015;Fall;October;2015;Free;MM45;Surface
M45S2-415-2_rep1.fcs;Accuri;Michigan;M45S2F415;Spring;April;2015;Free;MM45;Surface
M45S2-415-2_rep2.fcs;Accuri;Michigan;M45S2F415;Spring;April;2015;Free;MM45;Surface
M45S2-415-2_rep3.fcs;Accuri;Michigan;M45S2F415;Spring;April;2015;Free;MM45;Surface
M45S2-515-DMSO_rep1.fcs;Accuri;Michigan;M45S2F515;Spring;May;2015;Free;MM45;Surface
M45S2-515-DMSO_rep2.fcs;Accuri;Michigan;M45S2F515;Spring;May;2015;Free;MM45;Surface
M45S2-515-DMSO_rep3.fcs;Accuri;Michigan;M45S2F515;Spring;May;2015;Free;MM45;Surface
M45S2-715-2_rep1.fcs;Accuri;Michigan;M45S2F715;Summer;July;2015;Free;MM45;Surface
M45S2-715-2_rep2.fcs;Accuri;Michigan;M45S2F715;Summer;July;2015;Free;MM45;Surface
M45S2-715-2_rep3.fcs;Accuri;Michigan;M45S2F715;Summer;July;2015;Free;MM45;Surface
M45S2-815_rep1.fcs;Accuri;Michigan;M45S2F815;Summer;August;2015;Free;MM45;Surface
M45S2-815_rep2.fcs;Accuri;Michigan;M45S2F815;Summer;August;2015;Free;MM45;Surface
M45S2-815_rep3.fcs;Accuri;Michigan;M45S2F815;Summer;August;2015;Free;MM45;Surface
M45S2-915-2_rep1.fcs;Accuri;Michigan;M45S2F915;Fall;September;2015;Free;MM45;Surface
M45S2-915-2_rep2.fcs;Accuri;Michigan;M45S2F915;Fall;September;2015;Free;MM45;Surface
M45S2-915-2_rep3.fcs;Accuri;Michigan;M45S2F915;Fall;September;2015;Free;MM45;Surface
M15S1-415-2_rep1.fcs;Accuri;Michigan;M15S1F415;Spring;April;2015;Free;MM15;Surface
M15S1-415-2_rep2.fcs;Accuri;Michigan;M15S1F415;Spring;April;2015;Free;MM15;Surface
M15S1-415-2_rep3.fcs;Accuri;Michigan;M15S1F415;Spring;April;2015;Free;MM15;Surface
M15S2-1015-2_rep1.fcs;Accuri;Michigan;M15S2F1015;Fall;October;2015;Free;MM15;Surface
M15S2-1015-2_rep2.fcs;Accuri;Michigan;M15S2F1015;Fall;October;2015;Free;MM15;Surface
M15S2-1015-2_rep3.fcs;Accuri;Michigan;M15S2F1015;Fall;October;2015;Free;MM15;Surface
M15S2-115-2_rep1.fcs;Accuri;Michigan;M15S2F115;Winter;Januari;2015;Free;MM15;Surface
M15S2-115-2_rep2.fcs;Accuri;Michigan;M15S2F115;Winter;Januari;2015;Free;MM15;Surface
M15S2-115-2_rep3.fcs;Accuri;Michigan;M15S2F115;Winter;Januari;2015;Free;MM15;Surface
M15S2-515-DMSO_rep1.fcs;Accuri;Michigan;M15S2F515;Spring;May;2015;Free;MM15;Surface
M15S2-515-DMSO_rep2.fcs;Accuri;Michigan;M15S2F515;Spring;May;2015;Free;MM15;Surface
M15S2-515-DMSO_rep3.fcs;Accuri;Michigan;M15S2F515;Spring;May;2015;Free;MM15;Surface
M15S2-715-2_rep1.fcs;Accuri;Michigan;M15S2F715;Summer;July;2015;Free;MM15;Surface
M15S2-715-2_rep2.fcs;Accuri;Michigan;M15S2F715;Summer;July;2015;Free;MM15;Surface
M15S2-715-2_rep3.fcs;Accuri;Michigan;M15S2F715;Summer;July;2015;Free;MM15;Surface
M15S2-815_rep1.fcs;Accuri;Michigan;M15S2F815;Summer;August;2015;Free;MM15;Surface
M15S2-815_rep2.fcs;Accuri;Michigan;M15S2F815;Summer;August;2015;Free;MM15;Surface
M15S2-815_rep3.fcs;Accuri;Michigan;M15S2F815;Summer;August;2015;Free;MM15;Surface
M15S2-915-2_rep1.fcs;Accuri;Michigan;M15S2F915;Fall;September;2015;Free;MM15;Surface
M15S2-915-2_rep2.fcs;Accuri;Michigan;M15S2F915;Fall;September;2015;Free;MM15;Surface
M15S2-915-2_rep3.fcs;Accuri;Michigan;M15S2F915;Fall;September;2015;Free;MM15;Surface
MLB-915-2_rep1.fcs;Accuri;Michigan;MLBD2F915;Fall;September;2015;Free;MLB;Deep
MLB-915-2_rep2.fcs;Accuri;Michigan;MLBD2F915;Fall;September;2015;Free;MLB;Deep
MLB-915-2_rep3.fcs;Accuri;Michigan;MLBD2F915;Fall;September;2015;Free;MLB;Deep
MLBD2-1015-2_rep1.fcs;Accuri;Michigan;MLBD2F1015;Fall;October;2015;Free;MLB;Deep
MLBD2-1015-2_rep2.fcs;Accuri;Michigan;MLBD2F1015;Fall;October;2015;Free;MLB;Deep
MLBD2-1015-2_rep3.fcs;Accuri;Michigan;MLBD2F1015;Fall;October;2015;Free;MLB;Deep
MLBD2-115-2_rep1.fcs;Accuri;Michigan;MLBD2F115;Winter;Januari;2015;Free;MLB;Deep
MLBD2-115-2_rep2.fcs;Accuri;Michigan;MLBD2F115;Winter;Januari;2015;Free;MLB;Deep
MLBD2-115-2_rep3.fcs;Accuri;Michigan;MLBD2F115;Winter;Januari;2015;Free;MLB;Deep
MLBD2-415-2_rep1.fcs;Accuri;Michigan;MLBD2F415;Spring;April;2015;Free;MLB;Deep
MLBD2-415-2_rep2.fcs;Accuri;Michigan;MLBD2F415;Spring;April;2015;Free;MLB;Deep
MLBD2-415-2_rep3.fcs;Accuri;Michigan;MLBD2F415;Spring;April;2015;Free;MLB;Deep
MLBD2-515-DMSO_rep1.fcs;Accuri;Michigan;MLBD2F515;Spring;May;2015;Free;MLB;Deep
MLBD2-515-DMSO_rep2.fcs;Accuri;Michigan;MLBD2F515;Spring;May;2015;Free;MLB;Deep
MLBD2-515-DMSO_rep3.fcs;Accuri;Michigan;MLBD2F515;Spring;May;2015;Free;MLB;Deep
MLBD2-715-2_rep1.fcs;Accuri;Michigan;MLBD2F715;Summer;July;2015;Free;MLB;Deep
MLBD2-715-2_rep2.fcs;Accuri;Michigan;MLBD2F715;Summer;July;2015;Free;MLB;Deep
MLBD2-715-2_rep3.fcs;Accuri;Michigan;MLBD2F715;Summer;July;2015;Free;MLB;Deep
MLBD2-815_rep1.fcs;Accuri;Michigan;MLBD2F815;Summer;August;2015;Free;MLB;Deep
MLBD2-815_rep2.fcs;Accuri;Michigan;MLBD2F815;Summer;August;2015;Free;MLB;Deep
MLBD2-815_rep3.fcs;Accuri;Michigan;MLBD2F815;Summer;August;2015;Free;MLB;Deep
